Book,Chapter,Verse,Alignment Sequence,Type,Word Sequence,Occurence,Occurences,Word,Strong,Lemma,Morph
Titus,2,3,8,T,1,1,1,μηδὲ,G33660,μηδέ,"Gr,D,......."
Titus,2,3,8,B,1,1,1,or,,,
Titus,2,3,9,T,1,1,1,οἴνῳ,G36310,οἶνος,"Gr,N,....DMS"
Titus,2,3,9,B,1,2,3,to,,,
Titus,2,3,9,B,2,1,1,wine,,,
Titus,2,3,10,T,1,1,1,πολλῷ,G41830,πολλός,"Gr,E,....DMS"
Titus,2,3,10,B,1,1,1,much,,,
Titus,2,3,11,T,1,1,1,δεδουλωμένας,G14020,δουλόω,"Gr,V,PEP.AFP"
Titus,2,3,11,B,1,1,1,enslaved,,,
Titus,2,3,12,T,1,1,1,καλοδιδασκάλους,G25670,καλοδιδάσκαλος,"Gr,S,....AFP"
Titus,2,3,12,B,1,1,1,but,,,
Titus,2,3,12,B,2,3,3,to,,,
Titus,2,3,12,B,3,2,2,be,,,
Titus,2,3,12,B,4,1,1,teachers,,,
Titus,2,3,12,B,5,1,1,of,,,
Titus,2,3,12,B,6,1,1,what,,,
Titus,2,3,12,B,7,1,1,is,,,
Titus,2,3,12,B,8,1,1,good,,,
Titus,2,4,1,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,2,4,1,B,1,1,1,In,,,
Titus,2,4,1,B,2,1,1,this,,,
Titus,2,4,1,B,3,1,1,way,,,
Titus,2,4,2,T,1,1,1,σωφρονίζουσιν,G49940,σωφρονίζω,"Gr,V,IPA3..P"
Titus,2,4,3,T,1,1,1,τὰς,G35880,ὁ,"Gr,E,....AFP"
Titus,2,4,3,B,1,1,1,the,,,
Titus,2,4,4,T,1,1,1,νέας,G35010,νέος,"Gr,S,....AFP"
Titus,2,4,4,B,1,1,1,younger,,,
Titus,2,4,4,B,2,1,1,women,,,
Titus,2,4,5,T,1,1,1,φιλάνδρους,G53620,φίλανδρος,"Gr,S,....AFP"
Titus,2,4,5,B,1,1,2,lovers,,,
Titus,2,4,5,B,2,1,2,of,,,
Titus,2,4,5,B,3,1,2,their,,,
Titus,2,4,5,B,4,1,1,husbands,,,
Titus,2,4,6,T,1,1,1,εἶναι,G15100,εἰμί,"Gr,V,NPA...."
Titus,2,4,6,B,1,1,1,to,,,
Titus,2,4,6,B,2,1,1,be,,,
Titus,2,4,7,T,1,1,1,φιλοτέκνους,G53880,φιλότεκνος,"Gr,S,....AFP"
Titus,2,4,7,B,1,1,1,and,,,
Titus,2,4,7,B,2,2,2,lovers,,,
Titus,2,4,7,B,3,2,2,of,,,
Titus,2,4,7,B,4,2,2,their,,,
Titus,2,4,7,B,5,1,1,children,,,
Titus,2,5,1,T,1,1,1,σώφρονας,G49980,σώφρων,"Gr,S,....AFP"
Titus,2,5,1,B,1,1,2,to,,,
Titus,2,5,1,B,2,1,2,be,,,
Titus,2,5,1,B,3,1,1,sensible,,,
Titus,2,5,2,T,1,1,1,ἁγνάς,G00530,ἁγνός,"Gr,S,....AFP"
Titus,2,5,2,B,1,1,1,pure,,,
Titus,2,5,3,T,1,1,1,οἰκουργούς,G36260,οἰκουργός,"Gr,S,....AFP"
Titus,2,5,3,B,1,1,1,housekeepers,,,
Titus,2,5,4,T,1,1,1,ἀγαθάς,G00180,ἀγαθός,"Gr,S,....AFP"
Titus,2,5,4,B,1,1,1,good,,,
Titus,2,5,5,T,1,1,1,ὑποτασσομένας,G52930,ὑποτάσσω,"Gr,V,PPP.AFP"
Titus,2,5,5,B,1,1,1,and,,,
Titus,2,5,5,B,2,1,1,subject,,,
Titus,2,5,6,T,1,1,1,τοῖς,G35880,ὁ,"Gr,E,....DMP"
Titus,2,5,6,T,2,1,1,ἀνδράσιν,G04350,ἀνήρ,"Gr,N,....DMP"
Titus,2,5,6,B,1,2,2,to,,,
Titus,2,5,6,B,2,1,1,their,,,
Titus,2,5,6,B,3,1,1,husbands,,,
Titus,2,5,7,T,1,1,1,ἰδίοις,G23980,ἴδιος,"Gr,E,....DMP"
Titus,2,5,7,B,1,1,1,own,,,
Titus,2,5,8,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,2,5,8,B,1,1,1,so,,,
Titus,2,5,8,B,2,1,1,that,,,
Titus,2,5,9,T,1,1,1,μὴ,G33610,μή,"Gr,D,......."
Titus,2,5,9,B,1,1,1,not,,,
Titus,2,5,10,T,1,1,1,ὁ,G35880,ὁ,"Gr,E,....NMS"
Titus,2,5,10,B,1,1,1,the,,,
Titus,2,5,11,T,1,1,1,λόγος,G30560,λόγος,"Gr,N,....NMS"
Titus,2,5,11,B,1,1,1,word,,,
Titus,2,5,12,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,2,5,12,T,2,1,1,Θεοῦ,G23160,θεός,"Gr,N,....GMS"
Titus,2,5,12,B,1,1,1,of,,,
Titus,2,5,12,B,2,1,1,God,,,
Titus,2,5,13,T,1,1,1,βλασφημῆται,G09870,βλασφημέω,"Gr,V,SPP3..S"
Titus,2,5,13,B,1,1,1,may,,,
Titus,2,5,13,B,2,2,2,be,,,
Titus,2,5,13,B,3,1,1,insulted,,,
Titus,2,6,1,T,1,1,1,Τοὺς,G35880,ὁ,"Gr,E,....AMP"
Titus,2,6,1,B,1,2,2,the,,,
Titus,2,6,2,T,1,1,1,νεωτέρους,G35125,νεώτερος,"Gr,A,....AMP"
Titus,2,6,2,B,1,1,1,younger,,,
Titus,2,6,2,B,2,1,1,men,,,
Titus,2,6,3,T,1,1,1,ὡσαύτως,G56150,ὡσαύτως,"Gr,D,......."
Titus,2,6,3,B,1,1,1,In,,,
Titus,2,6,3,B,2,1,2,the,,,
Titus,2,6,3,B,3,1,1,same,,,
Titus,2,6,3,B,4,1,1,way,,,
Titus,2,6,4,T,1,1,1,παρακάλει,G38700,παρακαλέω,"Gr,V,MPA2..S"
Titus,2,6,4,B,1,1,1,exhort,,,
Titus,2,6,5,T,1,1,1,σωφρονεῖν,G49930,σωφρονέω,"Gr,V,NPA...."
Titus,2,6,5,B,1,1,1,to,,,
Titus,2,6,5,B,2,1,1,be,,,
Titus,2,6,5,B,3,1,1,sensible,,,
Titus,2,7,1,T,1,1,1,περὶ,G40120,περί,"Gr,P,......."
Titus,2,7,1,B,1,1,2,In,,,
Titus,2,7,2,T,1,1,1,πάντα,G39560,πᾶς,"Gr,R,....ANP"
Titus,2,7,2,B,1,1,1,all,,,
Titus,2,7,2,B,2,1,1,ways,,,
Titus,2,7,3,T,1,1,1,σεαυτὸν,G45720,σεαυτοῦ,"Gr,R,...2AMS"
Titus,2,7,3,B,1,1,1,yourself,,,
Titus,2,7,4,T,1,1,1,παρεχόμενος,G39300,παρέχω,"Gr,V,PPM.NMS"
Titus,2,7,4,B,1,1,1,present,,,
Titus,2,7,5,T,1,1,1,τύπον,G51790,τύπος,"Gr,N,....AMS"
Titus,2,7,5,B,1,1,1,as,,,
Titus,2,7,5,B,2,1,1,an,,,
Titus,2,7,5,B,3,1,1,example,,,
Titus,2,7,6,T,1,1,1,καλῶν,G25700,καλός,"Gr,A,....GNP"
Titus,2,7,6,B,1,1,1,good,,,
Titus,2,7,7,T,1,1,1,ἔργων,G20410,ἔργον,"Gr,N,....GNP"
Titus,2,7,7,B,1,1,1,of,,,
Titus,2,7,7,B,2,1,1,works,,,
Titus,2,7,8,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,2,7,8,B,1,2,2,In,,,
Titus,2,7,9,T,1,1,1,τῇ,G35880,ὁ,"Gr,E,....DFS"
Titus,2,7,9,B,1,1,1,the,,,
Titus,2,7,10,T,1,1,1,διδασκαλίᾳ,G13190,διδασκαλία,"Gr,N,....DFS"
Titus,2,7,10,B,1,1,1,teaching,,,
Titus,2,7,11,T,1,1,1,ἀφθορίαν,G08627,ἀφθορία,"Gr,N,....AFS"
Titus,2,7,11,B,1,1,1,be,,,
Titus,2,7,11,B,2,1,1,uncorrupted,,,
Titus,2,7,12,T,1,1,1,σεμνότητα,G45870,σεμνότης,"Gr,N,....AFS"
Titus,2,7,12,B,1,1,1,with,,,
Titus,2,7,12,B,2,1,1,dignity,,,
Titus,2,8,1,T,1,1,1,λόγον,G30560,λόγος,"Gr,N,....AMS"
Titus,2,8,1,B,1,1,1,and,,,
Titus,2,8,1,B,2,1,1,a,,,
Titus,2,8,1,B,3,1,1,message,,,
Titus,2,8,2,T,1,1,1,ὑγιῆ,G51990,ὑγιής,"Gr,A,....AMS"
Titus,2,8,2,B,1,1,1,sound,,,
Titus,2,8,3,T,1,1,1,ἀκατάγνωστον,G01760,ἀκατάγνωστος,"Gr,S,....AMS"
Titus,2,8,3,B,1,1,2,that,,,
Titus,2,8,3,B,2,1,1,is,,,
Titus,2,8,3,B,3,1,1,above,,,
Titus,2,8,3,B,4,1,1,criticism,,,
Titus,2,8,4,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,2,8,4,B,1,1,1,so,,,
Titus,2,8,4,B,2,2,2,that,,,
Titus,2,8,5,T,1,1,1,ὁ,G35880,ὁ,"Gr,R,....NMS"
Titus,2,8,5,B,1,1,1,the,,,
Titus,2,8,6,T,1,1,1,ἐξ,G15370,ἐκ,"Gr,P,......."
Titus,2,8,6,T,2,1,1,ἐναντίας,G17270,ἐναντίος,"Gr,S,....GFS"
Titus,2,8,6,B,1,1,1,opponent,,,
Titus,2,8,7,T,1,1,1,ἐντραπῇ,G17880,ἐντρέπω,"Gr,V,SAP3..S"
Titus,2,8,7,B,1,1,1,may,,,
Titus,2,8,7,B,2,1,1,be,,,
Titus,2,8,7,B,3,1,1,ashamed,,,
Titus,2,8,8,T,1,1,1,μηδὲν,G33670,μηδείς,"Gr,R,....ANS"
Titus,2,8,8,B,1,1,1,nothing,,,
Titus,2,8,9,T,1,1,1,ἔχων,G21920,ἔχω,"Gr,V,PPA.NMS"
Titus,2,8,9,B,1,1,1,having,,,
Titus,2,8,10,T,1,1,1,λέγειν,G30040,λέγω,"Gr,V,NPA...."
Titus,2,8,10,B,1,1,1,to,,,
Titus,2,8,10,B,2,1,1,say,,,
Titus,2,8,11,T,1,1,1,περὶ,G40120,περί,"Gr,P,......."
Titus,2,8,11,B,1,1,1,about,,,
Titus,2,8,12,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,2,8,12,B,1,1,1,us,,,
Titus,2,8,13,T,1,1,1,φαῦλον,G53370,φαῦλος,"Gr,S,....ANS"
Titus,2,8,13,B,1,1,1,bad,,,
Titus,2,9,1,T,1,1,1,Δούλους,G14010,δοῦλος,"Gr,N,....AMP"
Titus,2,9,1,B,1,1,1,Slaves,,,
Titus,2,9,2,T,1,1,1,ἰδίοις,G23980,ἴδιος,"Gr,E,....DMP"
Titus,2,9,2,B,1,1,1,their,,,
Titus,2,9,2,B,2,1,1,own,,,
Titus,2,9,3,T,1,1,1,δεσπόταις,G12030,δεσπότης,"Gr,N,....DMP"
Titus,2,9,3,B,1,2,4,to,,,
Titus,2,9,3,B,2,1,1,masters,,,
Titus,2,9,4,T,1,1,1,ὑποτάσσεσθαι,G52930,ὑποτάσσω,"Gr,V,NPM...."
Titus,2,9,4,B,1,1,1,are,,,
Titus,2,9,4,B,2,1,4,to,,,
Titus,2,9,4,B,3,1,2,be,,,
Titus,2,9,4,B,4,1,1,subject,,,
Titus,2,9,5,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,2,9,5,B,1,1,1,in,,,
Titus,2,9,6,T,1,1,1,πᾶσιν,G39560,πᾶς,"Gr,R,....DNP"
Titus,2,9,6,B,1,1,1,everything,,,
Titus,2,9,7,T,1,1,1,εὐαρέστους,G21010,εὐάρεστος,"Gr,S,....AMP"
Titus,2,9,7,B,1,1,1,pleasing,,,
Titus,2,9,8,T,1,1,1,εἶναι,G15100,εἰμί,"Gr,V,NPA...."
Titus,2,9,8,B,1,3,4,to,,,
Titus,2,9,8,B,2,2,2,be,,,
Titus,2,9,9,T,1,1,1,μὴ,G33610,μή,"Gr,D,......."
Titus,2,9,9,B,1,1,1,and,,,
Titus,2,9,9,B,2,1,1,not,,,
Titus,2,9,10,T,1,1,1,ἀντιλέγοντας,G04830,ἀντιλέγω,"Gr,V,PPA.AMP"
Titus,2,9,10,B,1,4,4,to,,,
Titus,2,9,10,B,2,1,1,argue,,,
Titus,2,10,1,T,1,1,1,μὴ,G33610,μή,"Gr,D,......."
Titus,2,10,1,B,1,1,1,not,,,
Titus,2,10,2,T,1,1,1,νοσφιζομένους,G35570,νοσφίζω,"Gr,V,PPM.AMP"
Titus,2,10,2,B,1,1,3,to,,,
Titus,2,10,2,B,2,1,1,steal,,,
Titus,2,10,3,T,1,1,1,ἀλλὰ,G02350,ἀλλά,"Gr,C,......."
Titus,2,10,3,B,1,1,1,but,,,
Titus,2,10,3,B,2,1,1,instead,,,
Titus,2,10,4,T,1,1,1,πᾶσαν,G39560,πᾶς,"Gr,E,....AFS"
Titus,2,10,4,B,1,1,1,all,,,
Titus,2,10,5,T,1,1,1,πίστιν,G41020,πίστις,"Gr,N,....AFS"
Titus,2,10,5,B,1,1,1,faith,,,
Titus,2,10,6,T,1,1,1,ἐνδεικνυμένους,G17310,ἐνδείκνυμι,"Gr,V,PPM.AMP"
Titus,2,10,6,B,1,2,3,to,,,
Titus,2,10,6,B,2,1,1,demonstrate,,,
Titus,2,10,7,T,1,1,1,ἀγαθήν,G00180,ἀγαθός,"Gr,S,....AFS"
Titus,2,10,7,B,1,1,1,good,,,
Titus,2,10,8,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,2,10,8,B,1,1,1,so,,,
Titus,2,10,8,B,2,1,2,that,,,
Titus,2,10,9,T,1,1,2,τὴν,G35880,ὁ,"Gr,E,....AFS"
Titus,2,10,9,B,1,1,1,the,,,
Titus,2,10,10,T,1,1,1,διδασκαλίαν,G13190,διδασκαλία,"Gr,N,....AFS"
Titus,2,10,10,B,1,1,1,teaching,,,
Titus,2,10,11,T,1,2,2,τὴν,G35880,ὁ,"Gr,R,....AFS"
Titus,2,10,11,B,1,2,2,that,,,
Titus,2,10,11,B,2,1,1,is,,,
Titus,2,10,12,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,2,10,12,B,1,1,1,about,,,
Titus,2,10,13,T,1,1,1,Σωτῆρος,G49900,σωτήρ,"Gr,N,....GMS"
Titus,2,10,13,B,1,1,1,Savior,,,
Titus,2,10,14,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,2,10,14,B,1,1,1,our,,,
Titus,2,10,15,T,1,1,1,Θεοῦ,G23160,θεός,"Gr,N,....GMS"
Titus,2,10,15,B,1,1,1,God,,,
Titus,2,10,16,T,1,1,1,κοσμῶσιν,G28850,κοσμέω,"Gr,V,SPA3..P"
Titus,2,10,16,B,1,1,1,they,,,
Titus,2,10,16,B,2,1,1,may,,,
Titus,2,10,16,B,3,1,1,bring,,,
Titus,2,10,16,B,4,1,1,credit,,,
Titus,2,10,16,B,5,3,3,to,,,
Titus,2,10,17,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,2,10,17,B,1,1,1,in,,,
Titus,2,10,18,T,1,1,1,πᾶσιν,G39560,πᾶς,"Gr,R,....DNP"
Titus,2,10,18,B,1,1,1,every,,,
Titus,2,10,18,B,2,1,1,way,,,
Titus,2,11,1,T,1,1,1,Ἐπεφάνη,G20140,ἐπιφαίνω,"Gr,V,IAP3..S"
Titus,2,11,1,B,1,1,1,has,,,
Titus,2,11,1,B,2,1,1,appeared,,,
Titus,2,11,2,T,1,1,1,γὰρ,G10630,γάρ,"Gr,C,......."
Titus,2,11,2,B,1,1,1,For,,,
Titus,2,11,3,T,1,1,1,ἡ,G35880,ὁ,"Gr,E,....NFS"
Titus,2,11,3,B,1,1,1,the,,,
Titus,2,11,4,T,1,1,1,χάρις,G54850,χάρις,"Gr,N,....NFS"
Titus,2,11,4,B,1,1,1,grace,,,
Titus,2,11,5,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,2,11,5,T,2,1,1,Θεοῦ,G23160,θεός,"Gr,N,....GMS"
Titus,2,11,5,B,1,1,1,of,,,
Titus,2,11,5,B,2,1,1,God,,,
Titus,2,11,6,T,1,1,1,σωτήριος,G49920,σωτήριος,"Gr,S,....NFS"
Titus,2,11,6,B,1,1,1,for,,,
Titus,2,11,6,B,2,1,1,salvation,,,
Titus,2,11,7,T,1,1,1,πᾶσιν,G39560,πᾶς,"Gr,E,....DMP"
Titus,2,11,7,B,1,1,1,all,,,
Titus,2,11,8,T,1,1,1,ἀνθρώποις,G04440,ἄνθρωπος,"Gr,N,....DMP"
Titus,2,11,8,B,1,1,1,to,,,
Titus,2,11,8,B,2,1,1,men,,,
Titus,2,12,1,T,1,1,1,παιδεύουσα,G38110,παιδεύω,"Gr,V,PPA.NFS"
Titus,2,12,1,B,1,1,1,training,,,
Titus,2,12,2,T,1,1,1,ἡμᾶς,G14730,ἡμάς,"Gr,R,...1A.P"
Titus,2,12,2,B,1,1,1,us,,,
Titus,2,12,3,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,2,12,3,B,1,1,1,so,,,
Titus,2,12,3,B,2,1,1,that,,,
Titus,2,12,4,T,1,1,1,ἀρνησάμενοι,G07200,ἀρνέομαι,"Gr,V,PAM.NMP"
Titus,2,12,4,B,1,1,1,rejecting,,,
Titus,2,12,5,T,1,1,1,τὴν,G35880,ὁ,"Gr,E,....AFS"
Titus,2,12,5,T,2,1,1,ἀσέβειαν,G07630,ἀσέβεια,"Gr,N,....AFS"
Titus,2,12,5,B,1,1,1,godlessness,,,
Titus,2,12,6,T,1,1,3,καὶ,G25320,καί,"Gr,C,......."
Titus,2,12,6,B,1,1,3,and,,,
Titus,2,12,7,T,1,1,1,τὰς,G35880,ὁ,"Gr,E,....AFP"
Titus,2,12,7,T,2,1,1,κοσμικὰς,G28860,κοσμικός,"Gr,A,....AFP"
Titus,2,12,7,B,1,1,1,worldly,,,
Titus,2,12,8,T,1,1,1,ἐπιθυμίας,G19390,ἐπιθυμία,"Gr,N,....AFP"
Titus,2,12,8,B,1,1,1,passions,,,
Titus,2,12,9,T,1,1,1,σωφρόνως,G49960,σωφρόνως,"Gr,D,......."
Titus,2,12,9,B,1,1,2,in,,,
Titus,2,12,9,B,2,1,1,a,,,
Titus,2,12,9,B,3,1,1,sensible,,,
Titus,2,12,10,T,1,2,3,καὶ,G25320,καί,"Gr,C,......."
Titus,2,12,10,B,1,2,3,and,,,
Titus,2,12,11,T,1,1,1,δικαίως,G13460,δικαίως,"Gr,D,......."
Titus,2,12,11,B,1,1,1,righteous,,,
Titus,2,12,12,T,1,3,3,καὶ,G25320,καί,"Gr,C,......."
Titus,2,12,12,B,1,3,3,and,,,
Titus,2,12,13,T,1,1,1,εὐσεβῶς,G21530,εὐσεβῶς,"Gr,D,......."
Titus,2,12,13,B,1,1,1,godly,,,
Titus,2,12,13,B,2,1,1,way,,,
Titus,2,12,14,T,1,1,1,ζήσωμεν,G21980,ζάω,"Gr,V,SAA1..P"
Titus,2,12,14,B,1,1,1,we,,,
Titus,2,12,14,B,2,1,1,might,,,
Titus,2,12,14,B,3,1,1,live,,,
Titus,2,12,15,T,1,1,1,ἐν,G17220,ἐν,"Gr,P,......."
Titus,2,12,15,B,1,2,2,in,,,
Titus,2,12,16,T,1,1,1,τῷ,G35880,ὁ,"Gr,E,....DMS"
Titus,2,12,16,B,1,1,1,the,,,
Titus,2,12,17,T,1,1,1,νῦν,G35680,νῦν,"Gr,D,......."
Titus,2,12,17,B,1,1,1,present,,,
Titus,2,12,18,T,1,1,1,αἰῶνι,G01650,αἰών,"Gr,N,....DMS"
Titus,2,12,18,B,1,1,1,age,,,
Titus,2,13,1,T,1,1,1,προσδεχόμενοι,G43270,προσδέχομαι,"Gr,V,PPM.NMP"
Titus,2,13,1,B,1,1,1,while,,,
Titus,2,13,1,B,2,1,1,we,,,
Titus,2,13,1,B,3,1,1,look,,,
Titus,2,13,1,B,4,1,1,forward,,,
Titus,2,13,1,B,5,1,1,to,,,
Titus,2,13,1,B,6,1,1,receiving,,,
Titus,2,13,2,T,1,1,1,τὴν,G35880,ὁ,"Gr,E,....AFS"
Titus,2,13,2,B,1,1,2,the,,,
Titus,2,13,3,T,1,1,1,μακαρίαν,G31070,μακάριος,"Gr,A,....AFS"
Titus,2,13,3,B,1,1,1,blessed,,,
Titus,2,13,4,T,1,1,1,ἐλπίδα,G16800,ἐλπίς,"Gr,N,....AFS"
Titus,2,13,4,B,1,1,1,hope,,,
Titus,2,13,5,T,1,1,2,καὶ,G25320,καί,"Gr,C,......."
Titus,2,13,5,B,1,1,2,and,,,
Titus,2,13,6,T,1,1,1,ἐπιφάνειαν,G20150,ἐπιφάνεια,"Gr,N,....AFS"
Titus,2,13,6,B,1,1,1,appearing,,,
Titus,2,13,7,T,1,1,1,τῆς,G35880,ὁ,"Gr,E,....GFS"
Titus,2,13,7,T,2,1,1,δόξης,G13910,δόξα,"Gr,N,....GFS"
Titus,2,13,7,B,1,1,2,of,,,
Titus,2,13,7,B,2,2,2,the,,,
Titus,2,13,7,B,3,1,1,glory,,,
Titus,2,13,8,T,1,1,1,τοῦ,G35880,ὁ,"Gr,E,....GMS"
Titus,2,13,8,T,2,1,1,Θεοῦ,G23160,θεός,"Gr,N,....GMS"
Titus,2,13,8,B,1,2,2,of,,,
Titus,2,13,8,B,2,1,1,God,,,
Titus,2,13,9,T,1,1,1,μεγάλου,G31730,μέγας,"Gr,A,....GMS"
Titus,2,13,9,B,1,1,1,great,,,
Titus,2,13,10,T,1,2,2,καὶ,G25320,καί,"Gr,C,......."
Titus,2,13,10,B,1,2,2,and,,,
Titus,2,13,11,T,1,1,1,Σωτῆρος,G49900,σωτήρ,"Gr,N,....GMS"
Titus,2,13,11,B,1,1,1,Savior,,,
Titus,2,13,12,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,2,13,12,B,1,1,1,our,,,
Titus,2,13,13,T,1,1,1,Ἰησοῦ,G24240,Ἰησοῦς,"Gr,N,....GMS"
Titus,2,13,13,B,1,1,1,Jesus,,,
Titus,2,13,14,T,1,1,1,Χριστοῦ,G55470,χριστός,"Gr,N,....GMS"
Titus,2,13,14,B,1,1,1,Christ,,,
Titus,2,14,1,T,1,1,1,ὃς,G37390,ὅς,"Gr,R,....NMS"
Titus,2,14,1,B,1,1,1,He,,,
Titus,2,14,2,T,1,1,1,ἔδωκεν,G13250,δίδωμι,"Gr,V,IAA3..S"
Titus,2,14,2,B,1,1,1,gave,,,
Titus,2,14,3,T,1,1,1,ἑαυτὸν,G14380,ἑαυτοῦ,"Gr,R,...3AMS"
Titus,2,14,3,B,1,1,2,himself,,,
Titus,2,14,4,T,1,1,1,ὑπὲρ,G52280,ὑπέρ,"Gr,P,......."
Titus,2,14,4,B,1,1,3,for,,,
Titus,2,14,5,T,1,1,1,ἡμῶν,G14730,ἡμῶν,"Gr,R,...1G.P"
Titus,2,14,5,B,1,1,2,us,,,
Titus,2,14,6,T,1,1,1,ἵνα,G24430,ἵνα,"Gr,C,......."
Titus,2,14,6,B,1,1,1,in,,,
Titus,2,14,6,B,2,1,1,order,,,
